TERRITORIO#es,TIME_PERIOD#es,FLUJO_ENERGIA#es,FLUJO_ENERGIA_CODE,OBS_VALUE
Santa María de Guía de Gran Canaria,25/04/2023,Total,_T,126.22
Santa María de Guía de Gran Canaria,26/04/2023,Total,_T,124.69
Santa María de Guía de Gran Canaria,27/04/2023,Total,_T,120.03
Santa María de Guía de Gran Canaria,28/04/2023,Total,_T,126.35
Santa María de Guía de Gran Canaria,29/04/2023,Total,_T,97.85
Santa María de Guía de Gran Canaria,30/04/2023,Total,_T,94.46
Santa María de Guía de Gran Canaria,05/06/2024,Total,_T,134.5
Santa María de Guía de Gran Canaria,06/06/2024,Total,_T,136.55
Santa María de Guía de Gran Canaria,07/06/2024,Total,_T,137.16
Santa María de Guía de Gran Canaria,08/06/2024,Total,_T,132.99
Santa María de Guía de Gran Canaria,09/06/2024,Total,_T,134.5
Santa María de Guía de Gran Canaria,10/06/2024,Total,_T,135.87
Santa María de Guía de Gran Canaria,11/06/2024,Total,_T,126.99
Santa María de Guía de Gran Canaria,12/06/2024,Total,_T,116.83
Santa María de Guía de Gran Canaria,13/06/2024,Total,_T,115.46
Santa María de Guía de Gran Canaria,14/06/2024,Total,_T,124.67
Santa María de Guía de Gran Canaria,15/06/2024,Total,_T,104.29
Santa María de Guía de Gran Canaria,16/06/2024,Total,_T,114.06
Santa María de Guía de Gran Canaria,17/06/2024,Total,_T,123.36
Santa María de Guía de Gran Canaria,18/06/2024,Total,_T,125.42
Santa María de Guía de Gran Canaria,19/06/2024,Total,_T,107.18
Santa María de Guía de Gran Canaria,20/06/2024,Total,_T,116.31
Santa María de Guía de Gran Canaria,21/06/2024,Total,_T,116.39
Santa María de Guía de Gran Canaria,22/06/2024,Total,_T,119.7
Santa María de Guía de Gran Canaria,23/06/2024,Total,_T,130.43
Santa María de Guía de Gran Canaria,24/06/2024,Total,_T,135.62
Santa María de Guía de Gran Canaria,25/06/2024,Total,_T,131.57
Santa María de Guía de Gran Canaria,26/06/2024,Total,_T,137.0
Santa María de Guía de Gran Canaria,27/06/2024,Total,_T,145.29
Santa María de Guía de Gran Canaria,28/06/2024,Total,_T,131.04
Santa María de Guía de Gran Canaria,29/06/2024,Total,_T,116.39
Santa María de Guía de Gran Canaria,30/06/2024,Total,_T,115.08
Santa María de Guía de Gran Canaria,24/06/2022,Total,_T,144.51
Santa María de Guía de Gran Canaria,25/06/2022,Total,_T,139.12
Santa María de Guía de Gran Canaria,26/06/2022,Total,_T,141.13
Santa María de Guía de Gran Canaria,27/06/2022,Total,_T,127.76
Santa María de Guía de Gran Canaria,28/06/2022,Total,_T,130.23
Santa María de Guía de Gran Canaria,29/06/2022,Total,_T,137.1
Santa María de Guía de Gran Canaria,30/06/2022,Total,_T,146.95
Santa María de Guía de Gran Canaria,01/07/2022,Total,_T,147.64
Santa María de Guía de Gran Canaria,02/07/2022,Total,_T,142.35
Santa María de Guía de Gran Canaria,03/07/2022,Total,_T,132.36
Santa María de Guía de Gran Canaria,04/07/2022,Total,_T,133.67
Santa María de Guía de Gran Canaria,05/07/2022,Total,_T,127.09
Santa María de Guía de Gran Canaria,06/07/2022,Total,_T,128.33
Santa María de Guía de Gran Canaria,07/07/2022,Total,_T,138.62
Santa María de Guía de Gran Canaria,08/07/2022,Total,_T,144.32
Santa María de Guía de Gran Canaria,09/07/2022,Total,_T,145.26
Santa María de Guía de Gran Canaria,10/07/2022,Total,_T,146.98
Santa María de Guía de Gran Canaria,11/07/2022,Total,_T,146.31
Santa María de Guía de Gran Canaria,12/07/2022,Total,_T,141.2
Santa María de Guía de Gran Canaria,13/07/2022,Total,_T,128.61
Santa María de Guía de Gran Canaria,14/07/2022,Total,_T,134.1
Santa María de Guía de Gran Canaria,15/07/2022,Total,_T,140.81
Santa María de Guía de Gran Canaria,16/07/2022,Total,_T,137.0
Santa María de Guía de Gran Canaria,17/07/2022,Total,_T,139.14
Santa María de Guía de Gran Canaria,18/07/2022,Total,_T,129.34
Santa María de Guía de Gran Canaria,19/07/2022,Total,_T,121.88
Santa María de Guía de Gran Canaria,20/07/2022,Total,_T,119.85
Santa María de Guía de Gran Canaria,21/07/2022,Total,_T,128.83
Santa María de Guía de Gran Canaria,22/07/2022,Total,_T,121.7
Santa María de Guía de Gran Canaria,23/07/2022,Total,_T,133.86
Santa María de Guía de Gran Canaria,24/07/2022,Total,_T,150.5
Santa María de Guía de Gran Canaria,25/07/2022,Total,_T,142.71
Santa María de Guía de Gran Canaria,26/07/2022,Total,_T,121.0
Santa María de Guía de Gran Canaria,27/07/2022,Total,_T,135.8
Santa María de Guía de Gran Canaria,28/07/2022,Total,_T,137.47
Santa María de Guía de Gran Canaria,29/07/2022,Total,_T,130.37
Santa María de Guía de Gran Canaria,30/07/2022,Total,_T,133.73
Santa María de Guía de Gran Canaria,31/07/2022,Total,_T,135.52
Santa María de Guía de Gran Canaria,01/08/2022,Total,_T,133.94
Santa María de Guía de Gran Canaria,02/08/2022,Total,_T,133.21
Santa María de Guía de Gran Canaria,03/08/2022,Total,_T,123.35
Santa María de Guía de Gran Canaria,04/08/2022,Total,_T,118.5
Santa María de Guía de Gran Canaria,05/08/2022,Total,_T,118.79
Santa María de Guía de Gran Canaria,06/08/2022,Total,_T,116.02
Santa María de Guía de Gran Canaria,07/08/2022,Total,_T,104.64
Santa María de Guía de Gran Canaria,08/08/2022,Total,_T,101.46
Santa María de Guía de Gran Canaria,09/08/2022,Total,_T,112.56
Santa María de Guía de Gran Canaria,10/08/2022,Total,_T,141.61
Santa María de Guía de Gran Canaria,11/08/2022,Total,_T,143.65
Santa María de Guía de Gran Canaria,12/08/2022,Total,_T,146.12
Santa María de Guía de Gran Canaria,13/08/2022,Total,_T,145.21
Santa María de Guía de Gran Canaria,14/08/2022,Total,_T,136.86
Santa María de Guía de Gran Canaria,15/08/2022,Total,_T,132.25
Santa María de Guía de Gran Canaria,16/08/2022,Total,_T,142.98
Santa María de Guía de Gran Canaria,17/08/2022,Total,_T,124.88
Santa María de Guía de Gran Canaria,18/08/2022,Total,_T,128.53
Santa María de Guía de Gran Canaria,19/08/2022,Total,_T,127.62
Santa María de Guía de Gran Canaria,20/08/2022,Total,_T,98.82
Santa María de Guía de Gran Canaria,21/08/2022,Total,_T,116.43
Santa María de Guía de Gran Canaria,22/08/2022,Total,_T,126.39
Santa María de Guía de Gran Canaria,23/08/2022,Total,_T,129.8
Santa María de Guía de Gran Canaria,24/08/2022,Total,_T,122.52
Santa María de Guía de Gran Canaria,25/08/2022,Total,_T,132.17
Santa María de Guía de Gran Canaria,26/08/2022,Total,_T,145.5
Santa María de Guía de Gran Canaria,27/08/2022,Total,_T,147.07
Santa María de Guía de Gran Canaria,28/08/2022,Total,_T,146.13
Santa María de Guía de Gran Canaria,29/08/2022,Total,_T,139.66
Santa María de Guía de Gran Canaria,30/08/2022,Total,_T,126.16
Santa María de Guía de Gran Canaria,31/08/2022,Total,_T,129.09
Santa María de Guía de Gran Canaria,01/09/2022,Total,_T,118.66
Santa María de Guía de Gran Canaria,02/09/2022,Total,_T,139.26
Santa María de Guía de Gran Canaria,03/09/2022,Total,_T,140.16
Santa María de Guía de Gran Canaria,04/09/2022,Total,_T,135.0
Santa María de Guía de Gran Canaria,05/09/2022,Total,_T,121.15
Santa María de Guía de Gran Canaria,06/09/2022,Total,_T,130.44
Santa María de Guía de Gran Canaria,07/09/2022,Total,_T,133.18
Santa María de Guía de Gran Canaria,08/09/2022,Total,_T,132.4
Santa María de Guía de Gran Canaria,09/09/2022,Total,_T,136.8
Santa María de Guía de Gran Canaria,10/09/2022,Total,_T,139.35
Santa María de Guía de Gran Canaria,11/09/2022,Total,_T,141.84
Santa María de Guía de Gran Canaria,12/09/2022,Total,_T,140.36
Santa María de Guía de Gran Canaria,13/09/2022,Total,_T,150.47
Santa María de Guía de Gran Canaria,14/09/2022,Total,_T,153.15
Santa María de Guía de Gran Canaria,15/09/2022,Total,_T,150.84
Santa María de Guía de Gran Canaria,16/09/2022,Total,_T,139.22
Santa María de Guía de Gran Canaria,17/09/2022,Total,_T,137.54
Santa María de Guía de Gran Canaria,18/09/2022,Total,_T,138.55
Santa María de Guía de Gran Canaria,19/09/2022,Total,_T,140.27
Santa María de Guía de Gran Canaria,20/09/2022,Total,_T,140.01
Santa María de Guía de Gran Canaria,21/09/2022,Total,_T,138.78
Santa María de Guía de Gran Canaria,22/09/2022,Total,_T,135.66
Santa María de Guía de Gran Canaria,23/09/2022,Total,_T,126.11
Santa María de Guía de Gran Canaria,24/09/2022,Total,_T,133.65
Santa María de Guía de Gran Canaria,25/09/2022,Total,_T,111.29
Santa María de Guía de Gran Canaria,26/09/2022,Total,_T,87.35
Santa María de Guía de Gran Canaria,01/05/2023,Total,_T,105.22
Santa María de Guía de Gran Canaria,02/05/2023,Total,_T,121.83
Santa María de Guía de Gran Canaria,03/05/2023,Total,_T,130.6
Santa María de Guía de Gran Canaria,04/05/2023,Total,_T,116.8
Santa María de Guía de Gran Canaria,05/05/2023,Total,_T,121.79
Santa María de Guía de Gran Canaria,06/05/2023,Total,_T,120.84
Santa María de Guía de Gran Canaria,07/05/2023,Total,_T,110.36
Santa María de Guía de Gran Canaria,08/05/2023,Total,_T,102.24
Santa María de Guía de Gran Canaria,09/05/2023,Total,_T,101.96
Santa María de Guía de Gran Canaria,10/05/2023,Total,_T,97.25
Santa María de Guía de Gran Canaria,11/05/2023,Total,_T,105.15
Santa María de Guía de Gran Canaria,12/05/2023,Total,_T,105.46
Santa María de Guía de Gran Canaria,13/05/2023,Total,_T,92.46
Santa María de Guía de Gran Canaria,14/05/2023,Total,_T,89.48
Santa María de Guía de Gran Canaria,15/05/2023,Total,_T,95.59
Santa María de Guía de Gran Canaria,16/05/2023,Total,_T,119.12
Santa María de Guía de Gran Canaria,17/05/2023,Total,_T,116.03
Santa María de Guía de Gran Canaria,18/05/2023,Total,_T,118.23
Santa María de Guía de Gran Canaria,19/05/2023,Total,_T,131.07
Santa María de Guía de Gran Canaria,20/05/2023,Total,_T,126.64
Santa María de Guía de Gran Canaria,21/05/2023,Total,_T,127.99
Santa María de Guía de Gran Canaria,22/05/2023,Total,_T,130.06
Santa María de Guía de Gran Canaria,23/05/2023,Total,_T,131.13
Santa María de Guía de Gran Canaria,24/05/2023,Total,_T,138.92
Santa María de Guía de Gran Canaria,25/05/2023,Total,_T,149.05
Santa María de Guía de Gran Canaria,26/05/2023,Total,_T,150.63
Santa María de Guía de Gran Canaria,27/05/2023,Total,_T,147.52
Santa María de Guía de Gran Canaria,28/05/2023,Total,_T,149.19
Santa María de Guía de Gran Canaria,29/05/2023,Total,_T,137.97
Santa María de Guía de Gran Canaria,30/05/2023,Total,_T,127.96
Santa María de Guía de Gran Canaria,31/05/2023,Total,_T,130.24
Santa María de Guía de Gran Canaria,01/06/2023,Total,_T,133.04
Santa María de Guía de Gran Canaria,02/06/2023,Total,_T,129.45
Santa María de Guía de Gran Canaria,03/06/2023,Total,_T,118.3
Santa María de Guía de Gran Canaria,04/06/2023,Total,_T,109.87
Santa María de Guía de Gran Canaria,05/06/2023,Total,_T,123.67
Santa María de Guía de Gran Canaria,06/06/2023,Total,_T,113.82
Santa María de Guía de Gran Canaria,07/06/2023,Total,_T,117.21
Santa María de Guía de Gran Canaria,08/06/2023,Total,_T,134.48
Santa María de Guía de Gran Canaria,09/06/2023,Total,_T,140.96
Santa María de Guía de Gran Canaria,10/06/2023,Total,_T,149.54
Santa María de Guía de Gran Canaria,11/06/2023,Total,_T,149.06
Santa María de Guía de Gran Canaria,12/06/2023,Total,_T,152.0
Santa María de Guía de Gran Canaria,13/06/2023,Total,_T,153.5
Santa María de Guía de Gran Canaria,14/06/2023,Total,_T,134.18
Santa María de Guía de Gran Canaria,15/06/2023,Total,_T,125.3
Santa María de Guía de Gran Canaria,16/06/2023,Total,_T,132.43
Santa María de Guía de Gran Canaria,17/06/2023,Total,_T,132.08
Santa María de Guía de Gran Canaria,18/06/2023,Total,_T,132.06
Santa María de Guía de Gran Canaria,19/06/2023,Total,_T,143.86
Santa María de Guía de Gran Canaria,20/06/2023,Total,_T,157.08
Santa María de Guía de Gran Canaria,21/06/2023,Total,_T,155.05
Santa María de Guía de Gran Canaria,22/06/2023,Total,_T,133.53
Santa María de Guía de Gran Canaria,23/06/2023,Total,_T,133.88
Santa María de Guía de Gran Canaria,24/06/2023,Total,_T,127.31
Santa María de Guía de Gran Canaria,25/06/2023,Total,_T,136.01
Santa María de Guía de Gran Canaria,26/06/2023,Total,_T,148.86
Santa María de Guía de Gran Canaria,27/06/2023,Total,_T,130.01
Santa María de Guía de Gran Canaria,28/06/2023,Total,_T,135.37
Santa María de Guía de Gran Canaria,29/06/2023,Total,_T,130.21
Santa María de Guía de Gran Canaria,30/06/2023,Total,_T,123.88
Santa María de Guía de Gran Canaria,01/07/2023,Total,_T,123.7
Santa María de Guía de Gran Canaria,02/07/2023,Total,_T,110.91
Santa María de Guía de Gran Canaria,03/07/2023,Total,_T,117.06
Santa María de Guía de Gran Canaria,04/07/2023,Total,_T,137.18
Santa María de Guía de Gran Canaria,05/07/2023,Total,_T,147.02
Santa María de Guía de Gran Canaria,06/07/2023,Total,_T,155.12
Santa María de Guía de Gran Canaria,07/07/2023,Total,_T,150.92
Santa María de Guía de Gran Canaria,08/07/2023,Total,_T,146.7
Santa María de Guía de Gran Canaria,09/07/2023,Total,_T,141.6
Santa María de Guía de Gran Canaria,10/07/2023,Total,_T,143.53
Santa María de Guía de Gran Canaria,11/07/2023,Total,_T,131.27
Santa María de Guía de Gran Canaria,12/07/2023,Total,_T,120.94
Santa María de Guía de Gran Canaria,13/07/2023,Total,_T,122.91
Santa María de Guía de Gran Canaria,14/07/2023,Total,_T,131.9
Santa María de Guía de Gran Canaria,15/07/2023,Total,_T,142.03
Santa María de Guía de Gran Canaria,16/07/2023,Total,_T,144.69
Santa María de Guía de Gran Canaria,17/07/2023,Total,_T,146.44
Santa María de Guía de Gran Canaria,18/07/2023,Total,_T,148.43
Santa María de Guía de Gran Canaria,19/07/2023,Total,_T,144.6
Santa María de Guía de Gran Canaria,20/07/2023,Total,_T,139.75
Santa María de Guía de Gran Canaria,21/07/2023,Total,_T,135.87
Santa María de Guía de Gran Canaria,22/07/2023,Total,_T,136.81
Santa María de Guía de Gran Canaria,23/07/2023,Total,_T,144.34
Santa María de Guía de Gran Canaria,24/07/2023,Total,_T,143.07
Santa María de Guía de Gran Canaria,25/07/2023,Total,_T,137.66
Santa María de Guía de Gran Canaria,26/07/2023,Total,_T,141.77
Santa María de Guía de Gran Canaria,27/07/2023,Total,_T,145.59
Santa María de Guía de Gran Canaria,28/07/2023,Total,_T,147.13
Santa María de Guía de Gran Canaria,29/07/2023,Total,_T,140.39
Santa María de Guía de Gran Canaria,30/07/2023,Total,_T,127.5
Santa María de Guía de Gran Canaria,31/07/2023,Total,_T,125.99
Santa María de Guía de Gran Canaria,01/08/2023,Total,_T,132.24
Santa María de Guía de Gran Canaria,02/08/2023,Total,_T,126.44
Santa María de Guía de Gran Canaria,03/08/2023,Total,_T,129.09
Santa María de Guía de Gran Canaria,04/08/2023,Total,_T,137.29
Santa María de Guía de Gran Canaria,05/08/2023,Total,_T,147.26
Santa María de Guía de Gran Canaria,06/08/2023,Total,_T,146.03
Santa María de Guía de Gran Canaria,07/08/2023,Total,_T,154.42
Santa María de Guía de Gran Canaria,08/08/2023,Total,_T,155.17
Santa María de Guía de Gran Canaria,09/08/2023,Total,_T,147.6
Santa María de Guía de Gran Canaria,10/08/2023,Total,_T,134.84
Santa María de Guía de Gran Canaria,11/08/2023,Total,_T,140.42
Santa María de Guía de Gran Canaria,12/08/2023,Total,_T,148.22
Santa María de Guía de Gran Canaria,13/08/2023,Total,_T,144.2
Santa María de Guía de Gran Canaria,14/08/2023,Total,_T,137.49
Santa María de Guía de Gran Canaria,15/08/2023,Total,_T,138.66
Santa María de Guía de Gran Canaria,16/08/2023,Total,_T,124.17
Santa María de Guía de Gran Canaria,17/08/2023,Total,_T,137.89
Santa María de Guía de Gran Canaria,18/08/2023,Total,_T,134.18
Santa María de Guía de Gran Canaria,19/08/2023,Total,_T,141.82
Santa María de Guía de Gran Canaria,20/08/2023,Total,_T,133.47
Santa María de Guía de Gran Canaria,21/08/2023,Total,_T,142.9
Santa María de Guía de Gran Canaria,22/08/2023,Total,_T,143.39
Santa María de Guía de Gran Canaria,23/08/2023,Total,_T,149.52
Santa María de Guía de Gran Canaria,24/08/2023,Total,_T,153.83
Santa María de Guía de Gran Canaria,25/08/2023,Total,_T,154.91
Santa María de Guía de Gran Canaria,26/08/2023,Total,_T,158.92
Santa María de Guía de Gran Canaria,27/08/2023,Total,_T,140.42
Santa María de Guía de Gran Canaria,28/08/2023,Total,_T,134.08
Santa María de Guía de Gran Canaria,29/08/2023,Total,_T,131.56
Santa María de Guía de Gran Canaria,30/08/2023,Total,_T,124.79
Santa María de Guía de Gran Canaria,31/08/2023,Total,_T,120.23
Santa María de Guía de Gran Canaria,01/09/2023,Total,_T,134.99
Santa María de Guía de Gran Canaria,02/09/2023,Total,_T,157.75
Santa María de Guía de Gran Canaria,03/09/2023,Total,_T,163.76
Santa María de Guía de Gran Canaria,04/09/2023,Total,_T,161.61
Santa María de Guía de Gran Canaria,05/09/2023,Total,_T,155.59
Santa María de Guía de Gran Canaria,06/09/2023,Total,_T,148.87
Santa María de Guía de Gran Canaria,07/09/2023,Total,_T,153.63
Santa María de Guía de Gran Canaria,08/09/2023,Total,_T,151.43
Santa María de Guía de Gran Canaria,09/09/2023,Total,_T,165.79
Santa María de Guía de Gran Canaria,10/09/2023,Total,_T,166.44
Santa María de Guía de Gran Canaria,11/09/2023,Total,_T,160.55
Santa María de Guía de Gran Canaria,12/09/2023,Total,_T,151.99
Santa María de Guía de Gran Canaria,13/09/2023,Total,_T,153.44
Santa María de Guía de Gran Canaria,14/09/2023,Total,_T,151.83
Santa María de Guía de Gran Canaria,15/09/2023,Total,_T,151.61
Santa María de Guía de Gran Canaria,16/09/2023,Total,_T,166.5
Santa María de Guía de Gran Canaria,17/09/2023,Total,_T,154.44
Santa María de Guía de Gran Canaria,18/09/2023,Total,_T,142.83
Santa María de Guía de Gran Canaria,19/09/2023,Total,_T,142.05
Santa María de Guía de Gran Canaria,20/09/2023,Total,_T,146.54
Santa María de Guía de Gran Canaria,21/09/2023,Total,_T,147.63
Santa María de Guía de Gran Canaria,22/09/2023,Total,_T,151.33
Santa María de Guía de Gran Canaria,23/09/2023,Total,_T,152.84
Santa María de Guía de Gran Canaria,24/09/2023,Total,_T,148.0
Santa María de Guía de Gran Canaria,25/09/2023,Total,_T,152.6
Santa María de Guía de Gran Canaria,26/09/2023,Total,_T,148.35
Santa María de Guía de Gran Canaria,27/09/2023,Total,_T,144.17
Santa María de Guía de Gran Canaria,28/09/2023,Total,_T,152.36
Santa María de Guía de Gran Canaria,29/09/2023,Total,_T,155.71
Santa María de Guía de Gran Canaria,30/09/2023,Total,_T,154.03
Santa María de Guía de Gran Canaria,01/10/2023,Total,_T,126.26
Santa María de Guía de Gran Canaria,02/10/2023,Total,_T,123.91
Santa María de Guía de Gran Canaria,03/10/2023,Total,_T,134.81
Santa María de Guía de Gran Canaria,04/10/2023,Total,_T,126.05
Santa María de Guía de Gran Canaria,05/10/2023,Total,_T,145.25
Santa María de Guía de Gran Canaria,06/10/2023,Total,_T,141.05
Santa María de Guía de Gran Canaria,07/10/2023,Total,_T,141.06
Santa María de Guía de Gran Canaria,08/10/2023,Total,_T,140.38
Santa María de Guía de Gran Canaria,09/10/2023,Total,_T,146.29
Santa María de Guía de Gran Canaria,10/10/2023,Total,_T,132.11
Santa María de Guía de Gran Canaria,11/10/2023,Total,_T,145.19
Santa María de Guía de Gran Canaria,12/10/2023,Total,_T,133.41
Santa María de Guía de Gran Canaria,13/10/2023,Total,_T,137.13
Santa María de Guía de Gran Canaria,14/10/2023,Total,_T,145.72
Santa María de Guía de Gran Canaria,15/10/2023,Total,_T,145.6
Santa María de Guía de Gran Canaria,16/10/2023,Total,_T,155.04
Santa María de Guía de Gran Canaria,17/10/2023,Total,_T,153.99
Santa María de Guía de Gran Canaria,18/10/2023,Total,_T,154.61
Santa María de Guía de Gran Canaria,19/10/2023,Total,_T,149.68
Santa María de Guía de Gran Canaria,20/10/2023,Total,_T,144.34
Santa María de Guía de Gran Canaria,21/10/2023,Total,_T,137.3
Santa María de Guía de Gran Canaria,22/10/2023,Total,_T,133.67
Santa María de Guía de Gran Canaria,23/10/2023,Total,_T,143.45
Santa María de Guía de Gran Canaria,24/10/2023,Total,_T,140.71
Santa María de Guía de Gran Canaria,25/10/2023,Total,_T,133.83
Santa María de Guía de Gran Canaria,26/10/2023,Total,_T,145.23
Santa María de Guía de Gran Canaria,28/11/2023,Total,_T,124.48
Santa María de Guía de Gran Canaria,29/11/2023,Total,_T,144.49
Santa María de Guía de Gran Canaria,30/11/2023,Total,_T,140.34
Santa María de Guía de Gran Canaria,01/12/2023,Total,_T,139.36
Santa María de Guía de Gran Canaria,02/12/2023,Total,_T,124.84
Santa María de Guía de Gran Canaria,03/12/2023,Total,_T,133.85
Santa María de Guía de Gran Canaria,04/12/2023,Total,_T,143.99
Santa María de Guía de Gran Canaria,05/12/2023,Total,_T,148.08
Santa María de Guía de Gran Canaria,06/12/2023,Total,_T,138.37
Santa María de Guía de Gran Canaria,07/12/2023,Total,_T,130.13
Santa María de Guía de Gran Canaria,08/12/2023,Total,_T,100.71
Santa María de Guía de Gran Canaria,09/12/2023,Total,_T,101.1
Santa María de Guía de Gran Canaria,10/12/2023,Total,_T,119.8
Santa María de Guía de Gran Canaria,11/12/2023,Total,_T,126.45
Santa María de Guía de Gran Canaria,12/12/2023,Total,_T,124.27
Santa María de Guía de Gran Canaria,13/12/2023,Total,_T,116.0
Santa María de Guía de Gran Canaria,14/12/2023,Total,_T,104.86
Santa María de Guía de Gran Canaria,15/12/2023,Total,_T,122.13
Santa María de Guía de Gran Canaria,16/12/2023,Total,_T,129.27
Santa María de Guía de Gran Canaria,17/12/2023,Total,_T,106.83
Santa María de Guía de Gran Canaria,18/12/2023,Total,_T,113.17
Santa María de Guía de Gran Canaria,19/12/2023,Total,_T,126.0
Santa María de Guía de Gran Canaria,20/12/2023,Total,_T,120.92
Santa María de Guía de Gran Canaria,21/12/2023,Total,_T,130.6
Santa María de Guía de Gran Canaria,22/12/2023,Total,_T,132.4
Santa María de Guía de Gran Canaria,23/12/2023,Total,_T,134.85
Santa María de Guía de Gran Canaria,24/12/2023,Total,_T,136.75
Santa María de Guía de Gran Canaria,25/12/2023,Total,_T,113.83
Santa María de Guía de Gran Canaria,26/12/2023,Total,_T,115.59
Santa María de Guía de Gran Canaria,27/12/2023,Total,_T,120.25
Santa María de Guía de Gran Canaria,28/12/2023,Total,_T,133.85
Santa María de Guía de Gran Canaria,29/12/2023,Total,_T,144.06
Santa María de Guía de Gran Canaria,30/12/2023,Total,_T,141.83
Santa María de Guía de Gran Canaria,31/12/2023,Total,_T,129.71
Santa María de Guía de Gran Canaria,01/01/2024,Total,_T,121.33
Santa María de Guía de Gran Canaria,02/01/2024,Total,_T,124.32
Santa María de Guía de Gran Canaria,03/01/2024,Total,_T,124.47
Santa María de Guía de Gran Canaria,04/01/2024,Total,_T,125.36
Santa María de Guía de Gran Canaria,05/01/2024,Total,_T,122.53
Santa María de Guía de Gran Canaria,06/01/2024,Total,_T,118.31
Santa María de Guía de Gran Canaria,07/01/2024,Total,_T,117.91
Santa María de Guía de Gran Canaria,08/01/2024,Total,_T,116.93
Santa María de Guía de Gran Canaria,09/01/2024,Total,_T,111.42
Santa María de Guía de Gran Canaria,10/01/2024,Total,_T,118.53
Santa María de Guía de Gran Canaria,11/01/2024,Total,_T,111.07
Santa María de Guía de Gran Canaria,12/01/2024,Total,_T,111.31
Santa María de Guía de Gran Canaria,13/01/2024,Total,_T,122.22
Santa María de Guía de Gran Canaria,14/01/2024,Total,_T,129.15
Santa María de Guía de Gran Canaria,15/01/2024,Total,_T,132.15
Santa María de Guía de Gran Canaria,16/01/2024,Total,_T,112.86
Santa María de Guía de Gran Canaria,17/01/2024,Total,_T,121.65
Santa María de Guía de Gran Canaria,18/01/2024,Total,_T,124.88
Santa María de Guía de Gran Canaria,19/01/2024,Total,_T,114.58
Santa María de Guía de Gran Canaria,20/01/2024,Total,_T,102.8
Santa María de Guía de Gran Canaria,21/01/2024,Total,_T,103.22
Santa María de Guía de Gran Canaria,22/01/2024,Total,_T,104.28
Santa María de Guía de Gran Canaria,23/01/2024,Total,_T,110.88
Santa María de Guía de Gran Canaria,24/01/2024,Total,_T,103.65
Santa María de Guía de Gran Canaria,25/01/2024,Total,_T,106.08
Santa María de Guía de Gran Canaria,26/01/2024,Total,_T,117.48
Santa María de Guía de Gran Canaria,27/01/2024,Total,_T,133.93
Santa María de Guía de Gran Canaria,28/01/2024,Total,_T,136.46
Santa María de Guía de Gran Canaria,29/01/2024,Total,_T,127.44
Santa María de Guía de Gran Canaria,30/01/2024,Total,_T,124.43
Santa María de Guía de Gran Canaria,31/01/2024,Total,_T,123.26
Santa María de Guía de Gran Canaria,01/02/2024,Total,_T,117.24
Santa María de Guía de Gran Canaria,02/02/2024,Total,_T,129.24
Santa María de Guía de Gran Canaria,03/02/2024,Total,_T,131.91
Santa María de Guía de Gran Canaria,04/02/2024,Total,_T,137.28
Santa María de Guía de Gran Canaria,05/02/2024,Total,_T,143.7
Santa María de Guía de Gran Canaria,06/02/2024,Total,_T,125.88
Santa María de Guía de Gran Canaria,07/02/2024,Total,_T,146.83
Santa María de Guía de Gran Canaria,08/02/2024,Total,_T,143.53
Santa María de Guía de Gran Canaria,09/02/2024,Total,_T,136.98
Santa María de Guía de Gran Canaria,10/02/2024,Total,_T,144.36
Santa María de Guía de Gran Canaria,11/02/2024,Total,_T,139.43
Santa María de Guía de Gran Canaria,12/02/2024,Total,_T,114.17
Santa María de Guía de Gran Canaria,13/02/2024,Total,_T,119.84
Santa María de Guía de Gran Canaria,14/02/2024,Total,_T,141.2
Santa María de Guía de Gran Canaria,15/02/2024,Total,_T,140.76
Santa María de Guía de Gran Canaria,16/02/2024,Total,_T,125.17
Santa María de Guía de Gran Canaria,17/02/2024,Total,_T,120.49
Santa María de Guía de Gran Canaria,18/02/2024,Total,_T,134.1
Santa María de Guía de Gran Canaria,19/02/2024,Total,_T,127.93
Santa María de Guía de Gran Canaria,20/02/2024,Total,_T,128.44
Santa María de Guía de Gran Canaria,21/02/2024,Total,_T,124.5
Santa María de Guía de Gran Canaria,22/02/2024,Total,_T,139.56
Santa María de Guía de Gran Canaria,23/02/2024,Total,_T,119.6
Santa María de Guía de Gran Canaria,24/02/2024,Total,_T,121.71
Santa María de Guía de Gran Canaria,25/02/2024,Total,_T,121.48
Santa María de Guía de Gran Canaria,26/02/2024,Total,_T,123.88
Santa María de Guía de Gran Canaria,27/02/2024,Total,_T,122.49
Santa María de Guía de Gran Canaria,28/02/2024,Total,_T,111.32
Santa María de Guía de Gran Canaria,29/02/2024,Total,_T,127.35
Santa María de Guía de Gran Canaria,01/03/2024,Total,_T,125.8
Santa María de Guía de Gran Canaria,02/03/2024,Total,_T,135.48
Santa María de Guía de Gran Canaria,03/03/2024,Total,_T,136.01
Santa María de Guía de Gran Canaria,04/03/2024,Total,_T,121.0
Santa María de Guía de Gran Canaria,05/03/2024,Total,_T,100.63
Santa María de Guía de Gran Canaria,06/03/2024,Total,_T,107.49
Santa María de Guía de Gran Canaria,07/03/2024,Total,_T,120.62
Santa María de Guía de Gran Canaria,08/03/2024,Total,_T,119.57
Santa María de Guía de Gran Canaria,09/03/2024,Total,_T,131.33
